textId year verbs innerVerbs akar bevall elfelejt elhatároz elhisz elmagyaráz feltételez fog gondol gyanít hisz kitalál kiván kérdez köszön lát megkockáztat megkísérel megmond megpróbál megszokik megtapasztal megtud megérez megígér mond próbál remél ráfog sajnál szeret szándékozik tapasztal tud átérez érez ért érzik érzékel észrevesz óhajt 
HU00011 1854 8524 843  51 2 0 2 6 0 0 119 26 1 53 10 0 4 13 122 0 0 1 0 1 0 5 3 0 64 0 5 0 6 136 3 6 127 0 40 20 2 0 5 10

HU00012 1859 7646 795  56 1 9 2 11 0 0 92 19 0 49 2 12 2 13 121 0 0 4 0 6 0 2 4 0 38 1 8 0 9 113 2 9 100 0 46 28 16 0 10 10

HU00600 1916 7228 1039  85 3 9 8 2 0 0 67 75 0 41 1 0 28 5 101 0 0 7 7 0 0 5 0 1 122 7 1 1 2 57 0 0 242 1 126 25 0 0 9 1

HU00628 1898 8572 1084  144 2 4 7 7 0 0 107 43 0 46 1 0 9 17 107 0 0 13 0 2 0 1 6 0 116 2 3 0 5 116 0 2 224 0 60 33 0 0 4 3

HU00642 1845 32718 4207  397 1 17 5 10 0 1 754 184 29 257 1 0 55 40 582 0 0 17 6 13 0 28 0 13 598 11 10 0 12 140 0 21 708 0 147 76 27 0 43 4

HU00662 1901 13761 1505  67 0 6 0 3 0 0 45 107 2 16 0 0 86 36 352 0 0 12 2 4 0 5 1 0 315 10 3 0 10 49 1 2 236 0 70 60 1 0 0 4

HU00666 1857 4327 421  63 1 2 4 2 0 0 51 11 0 14 0 0 4 6 44 0 0 2 1 1 0 2 0 0 39 0 2 2 6 21 1 4 107 0 15 15 0 0 0 1

HU00719 1916 3238 466  42 1 6 8 3 1 0 33 14 0 19 0 0 15 5 37 0 0 4 1 0 0 4 0 3 83 3 0 0 0 7 0 1 106 0 24 38 0 0 5 3

HU00726 1878 3609 484  40 0 0 0 2 0 0 82 8 1 15 0 8 0 10 109 0 0 2 0 0 0 0 0 1 42 1 1 0 0 47 2 1 56 0 25 12 11 0 0 8

HU00730 1855 13711 1558  204 4 1 5 8 0 0 301 44 17 94 1 0 7 13 142 0 0 9 3 0 0 5 0 0 155 5 16 2 20 143 4 4 233 0 44 38 1 0 26 9

HU00731 1876 3687 417  59 0 0 1 0 0 0 50 18 5 26 0 0 2 6 50 0 0 0 1 1 0 2 0 0 28 1 3 0 2 52 2 1 73 0 13 6 0 0 13 2

HU00763 1919 2702 264  29 0 10 4 3 0 1 14 23 0 10 2 0 8 1 30 0 0 3 0 0 0 2 0 0 26 1 0 0 6 16 0 2 46 0 13 3 0 0 10 1

HU00879 1880 1896 235  23 0 2 0 2 0 0 9 18 0 4 0 0 3 0 27 0 0 5 0 0 0 4 0 0 36 1 2 0 0 31 0 1 59 0 5 0 0 0 3 0

HU00898 1889 4013 326  37 2 1 1 0 0 0 33 17 0 13 1 0 7 4 48 0 0 4 0 0 0 2 0 0 65 7 0 0 2 18 0 0 51 0 5 6 0 0 2 0

HU00949 1908 23003 2527  294 11 13 7 10 1 0 213 146 4 114 14 0 51 36 272 0 2 22 3 1 0 18 5 6 384 21 6 1 8 144 7 1 528 0 73 84 0 0 22 5

HU00954 1895 9054 905  98 3 6 3 4 0 0 57 32 2 52 2 0 21 9 124 0 0 3 0 2 0 15 3 1 130 5 2 0 3 52 6 1 191 0 40 27 0 0 7 4

HU00977 1910 3635 404  43 2 4 0 0 0 0 13 28 0 6 3 0 22 3 57 0 0 9 1 1 0 5 0 0 85 2 0 0 3 19 0 0 77 0 6 12 0 0 3 0

HU01009 1846 5288 810  82 0 4 0 3 0 0 115 34 1 28 0 0 12 15 123 0 0 6 1 2 0 2 0 2 94 3 17 0 9 90 1 7 133 0 10 10 0 0 3 3

HU01115 1858 16080 2557  310 3 0 3 46 0 0 175 118 8 169 8 0 28 24 242 0 0 44 3 2 0 14 4 9 661 2 16 4 9 86 2 6 389 0 30 83 0 0 55 4

HU01116 1856 18055 3015  280 1 3 2 34 0 0 132 111 10 116 8 0 39 11 333 0 0 65 4 11 0 11 7 14 1098 7 20 1 18 72 4 1 465 0 32 60 0 0 44 1

HU02028 1911 10514 1484  122 1 4 0 2 1 0 74 131 1 69 3 0 31 8 166 0 0 16 5 7 0 5 8 0 238 18 1 0 4 67 0 0 335 1 124 31 0 0 10 1

HU02143 1860 11685 1961  266 3 1 4 35 0 1 169 69 2 86 17 22 24 17 115 0 0 27 0 4 0 15 3 0 534 3 22 2 15 93 2 4 271 1 27 60 0 0 30 17

HU02204 1852 5654 608  68 0 0 0 2 0 0 117 28 2 25 3 0 8 6 112 0 0 5 0 0 0 10 0 0 81 1 0 2 0 15 0 1 96 0 4 14 0 0 6 2

HU03130 1842 21090 2947  203 1 33 5 12 0 0 520 174 20 129 0 0 55 20 425 0 0 5 0 6 0 8 2 4 252 2 51 0 2 307 0 19 359 0 227 77 16 0 13 0

HU04774 1847 30780 3625  371 8 9 6 13 0 0 901 140 28 180 1 0 32 49 494 0 0 15 4 9 0 10 1 3 408 3 30 0 21 154 0 21 464 0 133 70 12 0 29 6

HU05060 1911 9586 1139  115 1 10 1 1 0 0 70 59 0 26 6 0 22 11 120 0 0 13 3 3 0 3 25 0 192 9 2 0 5 68 0 0 206 2 134 26 0 0 6 0

HU05286 1906 25200 3798  339 0 37 20 20 5 0 420 237 6 218 25 0 68 51 452 0 0 21 7 6 0 25 6 17 435 11 35 0 26 264 1 3 725 0 177 56 1 0 54 30

HU05572 1854 23674 2865  285 3 6 3 12 0 0 508 87 12 140 8 0 19 30 405 0 0 19 6 2 0 39 4 10 307 14 7 0 18 185 10 5 504 0 86 80 5 0 25 21

HU05573 1873 29968 3260  347 4 12 5 10 1 0 533 82 1 106 31 0 42 36 380 0 0 26 7 6 0 77 7 3 421 12 3 1 19 160 3 8 678 0 90 111 2 0 28 8

HU05620 1862 18270 1937  282 9 0 7 5 0 1 397 66 15 115 6 0 16 31 208 0 0 7 1 1 0 12 0 0 146 2 32 0 18 111 9 18 305 0 42 41 0 0 17 17

HU05964 1919 27705 3926  255 9 23 16 21 3 1 257 236 0 118 11 0 101 16 457 0 0 31 7 3 0 21 15 4 905 13 10 1 12 195 2 4 796 0 263 58 0 0 50 12

